 {'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京自如友家资产管理有限公司', '职位': 'PHP工程师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '北京三好互动教育科技有限公司', '职位': 'PHP高级工程师'}
{'薪资': '3k-4k', '工作经验': '应届毕业生', '公司名称': '北京快快网络技术有限公司', '职位': 'PHP开发实习生'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '飞享者（北京）航空科技发展有限公司', '职位': 'php高级工程师'}
{'薪资': '25k-35k', '工作经验': '3-5年', '公司名称': '北京融联世纪信息技术有限公司', '职位': 'php开发工程师'}
{'薪资': '30k-60k', '工作经验': '3-5年', '公司名称': '北京右划网络科技有限公司', '职位': '高级php工程师'}
{'薪资': '8k-15k', '工作经验': '1-3年', '公司名称': '汇点（北京）科技有限公司', '职位': 'php 研发'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '拉卡拉支付股份有限公司北京分公司', '职位': '高级PHP开发工程师'}
{'薪资': '25k-50k', '工作经验': '5-10年', '公司名称': '北京新氧科技有限公司', '职位': 'PHP架构师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京小度互娱科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '12k-15k', '工作经验': '3-5年', '公司名称': '北京环球友邻科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '一九零五（北京）网络科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-25k', '工作经验': '5-10年', '公司名称': '北京康加科技有限公司', '职位': '高级php开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京密境和风科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京微看书科技有限公司', '职位': 'PHP工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京世纪网展科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '30k-50k', '工作经验': '3-5年', '公司名称': '小船出海教育科技（北京）有限公司', '职位': 'PHP后端研发Leader(J10065)'}
{'薪资': '13k-25k', '工作经验': '3-5年', '公司名称': '和信电子商务有限公司', '职位': 'PHP研发工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '新浪网技术（中国）有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '任子行网络技术股份有限公司', '职位': 'PHP开发工程师-00396'}
{'薪资': '7k-12k', '工作经验': '应届毕业生', '公司名称': '北京企名片科技有限公司', '职位': 'php研发工程师'}
{'薪资': '10k-15k', '工作经验': '3-5年', '公司名称': '当家移动绿色互联网技术集团有限公司', '职位': 'php'}
{'薪资': '15k-30k', '工作经验': '5-10年', '公司名称': '北京云游互动网络科技有限公司', '职位': '高级php开发工程师'}
{'薪资': '14k-28k', '工作经验': '3-5年', '公司名称': '北京问学教育咨询有限责任公司', '职位': 'PHP'}
{'薪资': '13k-25k', '工作经验': '1-3年', '公司名称': '北京值得买科技股份有限公司', '职位': 'PHP开发工程师'}
{'薪资': '25k-40k', '工作经验': '5-10年', '公司名称': '北京奇艺世纪科技有限公司', '职位': '影业-资深PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京一猫汽车科技有限公司', '职位': 'PHP'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '银讯在线科技（北京）有限公司', '职位': 'PHP高级工程师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '凌动智行（北京）科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '奇虎360科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '30k-50k', '工作经验': '不限', '公司名称': '北京优幕科技有限责任公司', '职位': 'PHP工程师（高级）'}
{'薪资': '30k-50k', '工作经验': '5-10年', '公司名称': '北京微播易科技股份有限公司', '职位': '高级PHP开发'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '人人行科技有限公司', '职位': 'php开发工程师'}
{'薪资': '12k-20k', '工作经验': '3-5年', '公司名称': '北京不亦乐乎科技有限公司', '职位': 'PHP高级工程师'}
{'薪资': '9k-15k', '工作经验': '1-3年', '公司名称': '北京优创佳品科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京汉能光伏投资有限公司', '职位': 'PHP开发高级工程师'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '环球赛乐（北京）科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '西藏险峰管理咨询有限公司', '职位': 'PHP工程师'}
{'薪资': '12k-15k', '工作经验': '3-5年', '公司名称': '北京网证科技有限公司', '职位': 'php开发工程师'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '百度在线网络技术（北京）有限公司', '职位': '基础业务PHP研发工程师'}
{'薪资': '15k-25k', '工作经验': '5-10年', '公司名称': '北京远大康程健康科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '5k-10k', '工作经验': '不限', '公司名称': '特立行（北京）科技有限公司', '职位': 'PHP'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '北京微播易科技股份有限公司', '职位': '中级PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京枫玉科技有限公司', '职位': 'PHP工程师'}
{'薪资': '18k-25k', '工作经验': '3-5年', '公司名称': '北京肆玖加壹信息科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '16k-20k', '工作经验': '5-10年', '公司名称': '伊美尔（北京）控股集团有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京海思未来健康科技有限公司', '职位': 'PHP工程师'}
{'薪资': '40k-45k', '工作经验': '5-10年', '公司名称': '北京盛安德科技发展有限公司', '职位': 'PHP技术经理'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京小龙虾科技有限公司', '职位': 'PHP'}
{'薪资': '9k-15k', '工作经验': '1-3年', '公司名称': '北京优创佳品科技有限公司', '职位': 'PHP'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '一点网聚科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '北京观天智创科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '25K-50K', '工作经验': '3-5年', '公司名称': '北京环球匠心企业管理咨询有限公司', '职位': 'php高级工程师'}
{'薪资': '10k-15k', '工作经验': '3-5年', '公司名称': '世纪禾光科技发展（北京）有限公司', '职位': '高级PHP工程师'}
{'薪资': '30k-50k', '工作经验': '5-10年', '公司名称': '北京快松果科技有限公司', '职位': 'PHP架构师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '新浪网技术（中国）有限公司', '职位': '资深go/php开发工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京磁云数字科技有限公司', '职位': '中高级PHP工程师'}
{'薪资': '10k-15k', '工作经验': '1-3年', '公司名称': '北京康联互动科技有限公司', '职位': 'php开发工程师'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '北京九州云动科技有限公司', '职位': '服务端开发工程师（PHP）'}
{'薪资': '24k-35k', '工作经验': '3-5年', '公司名称': '北京积沙成塔科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '车满满（北京）信息技术有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '17k-25k', '工作经验': '3-5年', '公司名称': '深圳市百果互动科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '30k-50k', '工作经验': '3-5年', '公司名称': '腾讯科技(深圳)有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '35k-50k', '工作经验': '5-10年', '公司名称': '北京作业盒子科技有限公司', '职位': 'PHP架构师 (MJ000761)'}
{'薪资': '15k-20k', '工作经验': '1-3年', '公司名称': '北京耳朵星团科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '上海一起作业信息科技有限公司', '职位': 'PHP服务端开发工程师（小学业务）'}
{'薪资': '5k-10k', '工作经验': '1年以下', '公司名称': '北京九识佳科技有限公司', '职位': '初级JAVA/PHP开发'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': 'PHP高级研发工程师'}
{'薪资': '12k-24k', '工作经验': '3-5年', '公司名称': '中赫时尚（北京）文化发展股份有限公司', '职位': 'PHP高级工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '北京捧乐科技有限公司', '职位': '资深php开发工程师'}
{'薪资': '15k-20k', '工作经验': '5-10年', '公司名称': '纳恩博（北京）科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '江西小果科技有限公司', '职位': '资深PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京地球城电子商务有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '北京盖娅互娱网络科技股份有限公司', '职位': 'PHP服务器开发工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京并集科技有限公司', '职位': 'PHP 开发工程师'}
{'薪资': '5k-10k', '工作经验': '1-3年', '公司名称': '北京微连无限科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京微医安好科技发展有限公司', '职位': '高级PHP工程师'}
{'薪资': '25k-50k', '工作经验': '3-5年', '公司名称': '武汉爱尚科言信息科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '北京快跑信息科技有限公司', '职位': 'PHP开发工程师（钉耙组）(J10110)'}
{'薪资': '10k-15k', '工作经验': '3-5年', '公司名称': '北京姿美堂生物技术有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京小步大成科技有限公司', '职位': 'PHP后台研发工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '北京百度网讯科技有限公司', '职位': 'PHP服务端研发工程师'}
{'薪资': '20k-30k', '工作经验': '5-10年', '公司名称': '北京奇安信科技有限公司', '职位': 'PHP开发工程师(000436)'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京古城堡图书有限公司', '职位': 'PHP工程师'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '北方互动科技（北京）有限公司', '职位': 'PHP程序员'}
{'薪资': '20k-36k', '工作经验': '3-5年', '公司名称': '北京艾飞移动科技有限公司', '职位': '高级PHP工程师'}
{'薪资': '18k-28k', '工作经验': '3-5年', '公司名称': '广东雨林木风计算机科技有限公司北京分公司', '职位': 'PHP高级开发工程师'}
{'薪资': '25k-35k', '工作经验': '5-10年', '公司名称': '南京金融资产交易中心有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '20k-35k', '工作经验': '5-10年', '公司名称': '动视云（北京）科技有限公司', '职位': 'PHP研发总监'}
{'薪资': '7k-12k', '工作经验': '1-3年', '公司名称': '北京盖娅互娱网络科技股份有限公司', '职位': '初级PHP工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '北京金山网络科技有限公司', '职位': 'php工程师-海外工具平台'}
{'薪资': '13k-18k', '工作经验': '3-5年', '公司名称': '上海花千树信息科技有限公司北京分公司', '职位': 'php开发工程师'}
{'薪资': '18k-35k', '工作经验': '3-5年', '公司名称': '北京真信网络科技有限公司', '职位': 'php开发工程师'}
{'薪资': '10k-20k', '工作经验': '应届毕业生', '公司名称': '上海一起作业信息科技有限公司', '职位': 'php研发工程师（中学业务2019校招）'}
{'薪资': '10k-15k', '工作经验': '1-3年', '公司名称': '北京启创卓越科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-15k', '工作经验': '5-10年', '公司名称': '北京中科建友科技股份有限公司', '职位': '高级PHP开发工程师xwy'}
{'薪资': '10k-15k', '工作经验': '3-5年', '公司名称': '北京课工场教育科技有限公司', '职位': 'PHP讲师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '北京课观教育科技有限责任公司', '职位': 'php开发工程师（高级）'}
{'薪资': '18k-35k', '工作经验': '3-5年', '公司名称': '北京艾飞移动科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '6k-12k', '工作经验': '1-3年', '公司名称': '北京木屋时代科技有限公司', '职位': 'PHP工程师'}
{'薪资': '10k-20k', '工作经验': '5-10年', '公司名称': '北京闪银奇异科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10K-20K', '工作经验': '5-10年', '公司名称': '北京正辰科技发展有限责任公司', '职位': 'PHP'}
{'薪资': '12k-18k', '工作经验': '1-3年', '公司名称': '北京领带科技信息有限公司', '职位': 'php'}
{'薪资': '17k-34k', '工作经验': '3-5年', '公司名称': '北京信链科技有限公司', '职位': '高级PHP开发/PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京果皮移动科技有限公司', '职位': 'PHP'}
{'薪资': '7k-14k', '工作经验': '1-3年', '公司名称': '北京神黄科技有限公司', '职位': 'PHP程序员'}
{'薪资': '15k-25k', '工作经验': '不限', '公司名称': '百度在线网络技术（北京）有限公司', '职位': '百家号业务部_PHP高级研发工程师'}
{'薪资': '10k-15k', '工作经验': '3-5年', '公司名称': '广州蛙鸣智能科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京小象快跑科技有限公司', '职位': '高级PHP工程师'}
{'薪资': '10k-15k', '工作经验': '3-5年', '公司名称': '北京课工场教育科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京八维研修学院', '职位': 'php高级讲师'}
{'薪资': '12k-20k', '工作经验': '应届毕业生', '公司名称': '互动峰科技(北京)有限公司', '职位': 'PHP工程师'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '海思林科（北京）信息技术有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '伙伴聚力（北京）科技有限公司', '职位': 'PHP资深工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '玫瑰视界（北京）网络科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '25k-45k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '资深PHP/Golang研发工程师 - 平台技术'}
{'薪资': '12k-22k', '工作经验': '1-3年', '公司名称': '北京蓝城兄弟信息技术有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '郑州卓君网络科技有限公司', '职位': '高级php/goalng开发工程师'}
{'薪资': '15k-25k', '工作经验': '5-10年', '公司名称': '北京阳光帕拉国际旅行社有限公司', '职位': '高级PHP研发工程师'}
{'薪资': '12k-24k', '工作经验': '3-5年', '公司名称': '乐约电子科技（上海）有限公司北京分公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '天津数加科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '25k-50k', '工作经验': '5-10年', '公司名称': '北京作业盒子科技有限公司', '职位': 'PHP 架构师 (MJ000648)'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '凤凰飞扬（北京）新媒体信息技术有限公司', '职位': 'php'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '艺交易（北京）科技有限公司', '职位': 'php开发工程师'}
{'薪资': '20k-35k', '工作经验': '5-10年', '公司名称': '北京八维研修学院', '职位': 'php技术经理'}
{'薪资': '13k-25k', '工作经验': '1-3年', '公司名称': '北京奇安信科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京麒麟合盛科技有限公司', '职位': '后台PHP高级开发工程师'}
{'薪资': '30k-35k', '工作经验': '5-10年', '公司名称': '北京新浪阅读信息技术有限公司', '职位': 'PHP技术经理'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': '高级 PHP 开发工程师'}
{'薪资': '20k-35k', '工作经验': '5-10年', '公司名称': '北京易越信息技术有限公司', '职位': 'PHP高级工程师'}
{'薪资': '15k-30k', '工作经验': '应届毕业生', '公司名称': '北京百度在线网络技术（北京）有限公司', '职位': '高级PHP研发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京群星闪耀科技有限公司', '职位': '高级PHP工程师'}
{'薪资': '25k-35k', '工作经验': '3-5年', '公司名称': '北京快跑信息科技有限公司', '职位': 'PHP高级开发工程师（架构）(J10015)'}
{'薪资': '18k-28k', '工作经验': '3-5年', '公司名称': '广东雨林木风计算机科技有限公司北京分公司', '职位': 'PHP中高级开发工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '北京中公教育科技股份有限公司', '职位': 'PHP研发编辑'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '上海蓬景数字营销策划有限公司', '职位': 'PHP高级工程师'}
{'薪资': '3k-6k', '工作经验': '不限', '公司名称': '北京汇行科技有限公司', '职位': 'PHP实习'}
{'薪资': '10k-15k', '工作经验': '1-3年', '公司名称': '北京方研矩行科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '30k-50k', '工作经验': '3-5年', '公司名称': '北京九州云动科技有限公司', '职位': 'PHP 架构师'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京花旺在线商贸有限公司', '职位': 'PHP开发工程师'}
{'薪资': '30k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '高级资深PHP工程师'}
{'薪资': '20k-30k', '工作经验': '5-10年', '公司名称': '北京甜心良品餐饮管理有限公司', '职位': 'PHP高级研发经理'}
{'薪资': '25k-35k', '工作经验': '3-5年', '公司名称': '北京小唱科技有限公司', '职位': 'PHP服务器开发-中国-00298'}
{'薪资': '10k-20k', '工作经验': '5-10年', '公司名称': '易族（北京）科技发展有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '30k-50k', '工作经验': '5-10年', '公司名称': '中瑞福宁机器人（沈阳）有限公司', '职位': 'PHP技术总监'}
{'薪资': '25k-30k', '工作经验': '5-10年', '公司名称': '寒崖（北京）网络科技有限公司', '职位': '高级PHP工程师'}
{'薪资': '12k-20k', '工作经验': '3-5年', '公司名称': '北京白沙科技有限公司', '职位': 'PHP开发'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京森特时代科技有限公司', '职位': 'PHP工程师'}
{'薪资': '24k-48k', '工作经验': '3-5年', '公司名称': '新浪网技术（中国）有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '35k-70k', '工作经验': '5-10年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'PHP架构师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '用友网络科技股份有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '7k-14k', '工作经验': '不限', '公司名称': '北京韦尔科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '25k-40k', '工作经验': '5-10年', '公司名称': '拉扎斯网络科技（上海）有限公司', '职位': 'PHP开发专家'}
{'薪资': '20k-30k', '工作经验': '5-10年', '公司名称': '巧达科技（北京）有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '高级/资深PHP研发工程师'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京帮你玩科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '30k-40k', '工作经验': '3-5年', '公司名称': '北京三快在线科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '15k-20k', '工作经验': '1-3年', '公司名称': '优舫（北京）信息科技有限公司', '职位': 'PHP研发工程师'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '和信电子商务有限公司', '职位': 'PHP研发工程师'}
{'薪资': '15k-22k', '工作经验': '3-5年', '公司名称': '玖秀互动（北京）文化传媒有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '北京诸葛找房信息技术有限公司', '职位': 'php研发工程师'}
{'薪资': '30k-50k', '工作经验': '5-10年', '公司名称': '北京麒麟合盛科技有限公司', '职位': '资深PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '北京狸米科技有限公司', '职位': 'PHP开发工程师（中级/高级）'}
{'薪资': '15k-25k', '工作经验': '不限', '公司名称': '百度在线网络技术（北京）有限公司', '职位': 'PHP高级研发工程师'}
{'薪资': '35k-65k', '工作经验': '5-10年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': '励步事业部-PHP架构师'}
{'薪资': '15k-24k', '工作经验': '3-5年', '公司名称': '北京凤凰天博网络技术有限公司', '职位': 'PHP工程师'}
{'薪资': '30k-50k', '工作经验': '5-10年', '公司名称': '北京一览科技有限公司', '职位': 'php架构师'}
{'薪资': '15k-30k', '工作经验': '不限', '公司名称': '深圳市赢众通金融信息服务有限责任公司', '职位': 'php开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '巧达科技（北京）有限公司', '职位': 'PHP研发工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '深圳市赢众通金融信息服务有限责任公司', '职位': 'PHP开发工程师'}
{'薪资': '28k-37k', '工作经验': '3-5年', '公司名称': '北京三快在线科技有限公司', '职位': 'PHP高级研发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': 'PHP开发工程师'}
{'薪资': '12k-15k', '工作经验': '3-5年', '公司名称': '北京梦创义科技有限公司', '职位': 'PHP技术主管'}
{'薪资': '6k-7k', '工作经验': '应届毕业生', '公司名称': '北京融联世纪信息技术有限公司', '职位': 'PHP开发助理（2019届优先）'}
{'薪资': '20k-40k', '工作经验': '应届毕业生', '公司名称': '北京百度网讯科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-18k', '工作经验': '1-3年', '公司名称': '北京卫达信息技术有限公司', '职位': 'php开发工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京大家玩科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '12k-20k', '工作经验': '1-3年', '公司名称': '颉墨（北京）科技有限公司', '职位': 'Php后端开发工程师'}
{'薪资': '20k-25k', '工作经验': '5-10年', '公司名称': '圣盈信（北京）管理咨询有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '12k-22k', '工作经验': '5-10年', '公司名称': '北京量子保科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京益游嘉和网络科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '25k-45k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '资深PHP开发平台技术部'}
{'薪资': '40k-60k', '工作经验': '5-10年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'PHP架构师'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '北京口袋财富信息科技有限公司', '职位': '高级后端工程师（PHP）'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京大家玩科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '郑州市云海电子科技有限公司', '职位': '高级php'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '安一恒通（北京）科技有限公司', '职位': 'PHP'}
{'薪资': '8k-15k', '工作经验': '3-5年', '公司名称': '北京明创百年科技有限公司', '职位': 'PHP'}
{'薪资': '13k-18k', '工作经验': '3-5年', '公司名称': '微传播（北京）网络科技股份有限公司', '职位': 'PHP工程师'}
{'薪资': '8k-15k', '工作经验': '1-3年', '公司名称': '北京简智科技有限责任公司', '职位': 'PHP开发工程师'}
{'薪资': '5k-10k', '工作经验': '应届毕业生', '公司名称': '北京锐动寰宇科技有限公司', '职位': 'PHP后台开发工程师实习生'}
{'薪资': '2k-4k', '工作经验': '不限', '公司名称': '北京网豆科技有限公司', '职位': 'PHP开发实习生'}
{'薪资': '25k-50k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP资深/高级研发工程师'}
{'薪资': '15k-24k', '工作经验': '3-5年', '公司名称': '北京乐享其成信息技术有限公司', '职位': 'php开发工程师'}
{'薪资': '30k-55k', '工作经验': '5-10年', '公司名称': '南京蓝鲸人网络科技有限公司', '职位': 'PHP架构师（北京）'}
{'薪资': '20k-30k', '工作经验': '5-10年', '公司名称': '北京八维研修学院', '职位': 'php项目经理'}
{'薪资': '3k-4k', '工作经验': '不限', '公司名称': '北京小度互娱科技有限公司', '职位': 'PHP 开发实习生'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '深圳市前海洪涛教育科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '6k-12k', '工作经验': '不限', '公司名称': '北京迈迪培尔信息技术有限公司', '职位': 'php开发工程师'}
{'薪资': '6k-12k', '工作经验': '3-5年', '公司名称': '北京世拓方舟科技有限公司', '职位': 'php'}
{'薪资': '14k-16k', '工作经验': '3-5年', '公司名称': '北京通力互联技术服务有限公司', '职位': 'PHP架构师'}
{'薪资': '20k-30k', '工作经验': '5-10年', '公司名称': '达内时代科技集团有限公司', '职位': 'PHP讲师'}
{'薪资': '7k-14k', '工作经验': '1-3年', '公司名称': '凤凰飞扬（北京）新媒体信息技术有限公司', '职位': 'PHP开发工程师-北京-01197'}
{'薪资': '10k-17k', '工作经验': '1-3年', '公司名称': '北京联合金信科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '10k-15k', '工作经验': '1-3年', '公司名称': '北京疆域智行科技发展有限公司', '职位': 'PHP开发工程师'}
{'薪资': '6k-12k', '工作经验': '不限', '公司名称': '北京艾普数智科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '北京亿点时代科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '智慧互通科技有限公司', '职位': 'php软件工程师'}
{'薪资': '30k-60k', '工作经验': '5-10年', '公司名称': '南京蓝鲸人网络科技有限公司', '职位': 'PHP架构师'}
{'薪资': '20k-35k', '工作经验': '5-10年', '公司名称': '北京山和朋友们科技有限公司', '职位': 'php开发工程师'}
{'薪资': '8k-15k', '工作经验': '3-5年', '公司名称': '北京恒都知识产权代理有限公司', '职位': 'php开发工程师'}
{'薪资': '15k-20k', '工作经验': '1-3年', '公司名称': '游漾互娱科技（北京）有限公司', '职位': 'php工程师'}
{'薪资': '3k-4k', '工作经验': '不限', '公司名称': '优舫（北京）信息科技有限公司', '职位': 'PHP研发实习生'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京善义善美科技有限公司', '职位': 'PHP工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京阳光第一车网科技有限公司', '职位': 'php高级工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '百度在线网络技术（北京）有限公司', '职位': 'PHP/Python 开发工程师'}
